procedures,provstem,gp_prov_address_suburb,gp_prov_address_state,gp_prov_address_postcode,lon,lat
1,033159,SHOP 1 WOODCROFT PLAZA,NSW,2767,150.8711,-33.76384
1,033195,MACKAY,QLD,4740,149.0597,-21.33763
20,033195,TIWI,NT,0810,130.877,-12.37845
5,033311,KOGARAH,NSW,2217,151.1404,-33.97435
1,033345,63 UNION RD,NSW,2750,150.6786,-33.75548
3,033345,FRENCHS FOREST,NSW,2086,151.2292,-33.75185
180,033345,KINGSWOOD,NSW,2747,150.7394,-33.72232
1,033469,NEW LAMBTON,NSW,2305,151.7065,-32.93022
110,033552,BUSSELTON,WA,6280,115.3027,-33.72895
8,033689,BOWRAL,NSW,2576,150.5035,-34.52561
1,033689,POTTS POINT,NSW,2011,151.2216,-33.8736
70,033689,SYDNEY,NSW,2000,151.2567,-33.85995
157,033731,NEW TOWN,TAS,7008,147.2933,-42.86193
1,033742,PORT LINCOLN,SA,5606,136.8593,-35.37324
9,033861,BELLA VISTA,NSW,2153,150.9559,-33.73165
95,033861,CASTLE HILL,NSW,2154,151.0009,-33.73238
5,033861,EASTWOOD,NSW,2122,151.0921,-33.79136
1,033905,CORRIMAL,NSW,2518,150.8867,-34.37365
190,034086,NEW LAMBTON,NSW,2305,151.7065,-32.93022
244,034093,BURWOOD,NSW,2134,151.1018,-33.88005
1,034093,WESTMEAD,NSW,2145,150.9574,-33.8131
18,034131,BRIGHTON,VIC,3186,144.9963,-37.91507
1,034139,REPATRIATION GEN HOSP,SA,5041,138.5942,-35.00298
258,034304,MALVERN,VIC,3144,145.0341,-37.85744
227,034345,FITZROY,VIC,3065,144.9778,-37.80261
1,034474,WANGARATTA,VIC,3677,146.3306,-36.35802
495,034477,BOX HILL,VIC,3128,145.1224,-37.82887
4,034478,MITCHAM,VIC,3132,145.1967,-37.81922
879,034488,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
1,034488,STAWELL,VIC,3380,142.7712,-37.0666
1,034526,BRIGHTON,VIC,3186,144.9963,-37.91507
215,034781,ADELAIDE,SA,5000,138.6086,-34.93746
317,034781,NORWOOD,SA,5067,138.6306,-34.91999
316,034807,GEELONG,VIC,3220,144.3465,-38.15704
403,034913,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
6,035039,BUNBURY,WA,6230,115.6492,-33.34108
1,035342,CABOOLTURE,QLD,4510,152.9603,-27.07018
148,035342,REDCLIFFE,QLD      ,4020,153.1064,-27.21436
1,035402,CHATHAM HOUSE,SA,5081,138.6177,-34.89142
2,035744,CLAYTON,VIC,3168,145.1266,-37.91342
14,035822,DUNCRAIG,WA,6023,115.774,-31.83447
1,035906,MELBOURNE,VIC,3000,144.9568,-37.8174
2,036558,BALLARAT,VIC,3353,NULL,NULL
19,036558,BENTLEIGH EAST,VIC,3165,145.0594,-37.92237
1964,036558,BRIGHTON,VIC,3186,144.9963,-37.91507
4,036558,MELBOURNE,VIC,3000,144.9568,-37.8174
372,036572,FRANKSTON,VIC,3199,145.136,-38.16258
1,036572,PARKVILLE,VIC,3052,144.9489,-37.789
360,036575,BORONIA,VIC,3155,145.2844,-37.8618
1,036575,LILYDALE,VIC,3140,145.3632,-37.75916
21,036575,MITCHAM,VIC,3132,145.1967,-37.81922
3,036575,UPPER FERNTREE G,VIC,3156,145.2929,-37.91793
44,036575,WANTIRNA,VIC,3152,145.2217,-37.86495
2,036653,BLACKALL,QLD,4472,145.1412,-24.78415
6,036653,GREENSLOPES,QLD      ,4120,153.0442,-27.50871
2,036653,ROMA,QLD,4455,148.6902,-26.73282
146,036653,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
1,036653,WINTON,QLD,4735,141.8618,-22.81058
148,036759,CAIRNS NORTH,QLD,4870,145.7423,-16.92376
1,036825,GLEBE,NSW,2037,151.1845,-33.88018
4,036866,BARTON,ACT,2600,149.2011,-35.30291
1,036894,93 HILL ST,TAS,7000,147.308,-42.87835
167,036894,LENAH VALLEY,TAS,7008,147.2933,-42.86193
303,036903,BEDFORD PARK,SA,5042,138.575,-35.00734
1,036903,FLINDERS MEDICAL CENTRE,SA,5042,138.575,-35.00734
1,036958,18 STAFFORD RD,NSW,2064,151.1838,-33.81321
73,036958,ST LEONARDS,NSW,2065,151.1922,-33.82836
27,037116,ST LEONARDS,NSW,2065,151.1922,-33.82836
827,037171,GOSFORD,NSW,2250,151.1892,-33.32537
1,037171,NORTH GOSFORD,NSW,2250,151.1892,-33.32537
1,037171,RANDWICK,NSW,2031,151.2392,-33.91483
2,037214,CAIRNS BASE HOSPITAL,QLD,4870,145.7423,-16.92376
1,037214,CLONCURRY,QLD,4824,140.6525,-20.77747
184,037214,DOUGLAS,QLD,4814,146.7547,-19.28582
14,037214,KINGAROY,QLD,4610,151.5226,-26.5769
9,037214,MACKAY,QLD,4740,149.0597,-21.33763
7,037214,REDCLIFFE,QLD,4020,153.1064,-27.21436
1,037214,SOUTH HEDLAND,WA,6722,118.6067,-20.40785
10,037214,SOUTH TOOWOOMBA,QLD,4350,151.8527,-27.57631
1,037214,TOWNSVILLE HOSP,QLD,4810,146.7647,-19.22778
2,037214,WARWICK,QLD,4370,152.0552,-28.25976
88,037242,BENOWA,QLD,4217,153.4122,-28.00878
3,037267,HERSTON,QLD,4006,153.1752,-27.36618
1,037267,ROCKHAMPTON,QLD,4700,150.9581,-23.18017
334,037299,EVERTON PARK,QLD,4053,152.9872,-27.39957
1,037300,MURDOCH,WA,6150,115.8336,-32.06168
821,037353,KOGARAH,NSW,2217,151.1404,-33.97435
7,037353,RANDWICK,NSW,2031,151.2392,-33.91483
60,037353,WODEN,ACT,2606,149.0926,-35.35169
1,037371,DYMOCKS BUILDING,NSW,2000,151.2567,-33.85995
239,037371,RANDWICK,NSW,2031,151.2392,-33.91483
102,037371,TAYLOR SQUARE,NSW,2010,151.2123,-33.88412
1,037390,BATHURST,NSW,2795,149.4744,-33.8208
86,037570,GARRAN,ACT,2605,149.0935,-35.33582
1,037570,WODEN,ACT,2606,149.0926,-35.35169
9,038156,SPRING HILL,QLD,4000,153.0221,-27.46839
157,038195,HERSTON,QLD,4006,153.1752,-27.36618
1,038221,BOMADERRY,NSW,2541,150.451,-34.99059
84,038360,ST LEONARDS,NSW,2065,151.1922,-33.82836
155,038377,WAHROONGA,NSW,2076,151.1082,-33.72326
770,038623,CAMPERDOWN,NSW,2050,151.176,-33.89037
1,038623,SYDNEY,NSW,2000,151.2567,-33.85995
14,038668,BURNIE,TAS,7320,145.8621,-41.08422
1,038668,CLONCURRY,QLD,4824,140.6525,-20.77747
12,038668,HOBART,TAS,7000,147.308,-42.87835
1,038668,JULIA CREEK,QLD,4823,141.2438,-19.21447
8,038668,KARRATHA,WA,6714,116.3499,-21.14506
7,038668,KINGSWOOD,NSW,2747,150.7394,-33.72232
19,038668,MILDURA,VIC,3500,142.1542,-34.1931
1,038668,MOUNT ISA,QLD,4825,137.4323,-21.01733
1,038668,SOUTH HEDLAND,WA,6722,118.6067,-20.40785
1,038686,DARLINGHURST,NSW,2010,151.2123,-33.88412
1,038713,ARMADALE,WA,6112,NULL,NULL
5,038713,CHARLEVILLE,QLD,4470,145.9581,-26.20863
8,038713,CHINCHILLA,QLD,4413,150.6386,-26.36023
6,038713,GOONDIWINDI,QLD,4390,150.321,-28.22891
8,038713,KINGAROY,QLD,4610,151.5226,-26.5769
83,038713,ROMA,QLD,4455,148.6902,-26.73282
13,038713,ST GEORGES,SA,5064,138.6492,-34.9632
1,038715,15 ORIEL RD,VIC,3079,145.0486,-37.77267
153,038851,BOX HILL,VIC,3128,145.1224,-37.82887
1,038863,HEIDELBERG,VIC,3084,145.0827,-37.74441
17,038866,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
165,038884,BUNDOORA,VIC,3083,145.0562,-37.70135
1,038884,GISBORNE,VIC,3437,144.513,-37.50162
1,038937,1/31 DORRIT ST,VIC,3053,144.9661,-37.80357
1,038937,HOSPITAL,NSW,2640,147.0266,-36.0162
1,038937,TIWI,NT,0810,130.877,-12.37845
22,038937,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
19,038960,CLAYTON,VIC,3168,145.1266,-37.91342
1,039273,KENT TOWN,SA,5067,138.6306,-34.91999
1,039639,RICHMOND,VIC,3121,145.0018,-37.8233
1,040031,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
1,040033,MODBURY,SA,5092,138.6802,-34.82132
1,040452,MEDIC PTY LTD,QLD,4066,152.9641,-27.47987
1,040522,FREELING,SA,5372,138.7986,-34.43592
171,040523,ADELAIDE,SA,5000,138.6086,-34.93746
282,040523,WOODVILLE SOUTH,SA,5011,NULL,NULL
165,040686,KOGARAH,NSW,2217,151.1404,-33.97435
386,040929,MURDOCH,WA,6150,115.8336,-32.06168
2,040929,NEDLANDS,WA,6009,115.8047,-31.98579
2,040938,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
251,040938,NEW LAMBTON HTS,NSW,2305,151.7065,-32.93022
1,040938,ROYAL NEWCASTLE HOSP.,NSW,2300,151.778,-32.93164
2,040938,TIWI,NT,0810,130.877,-12.37845
3,041120,GLADSTONE,QLD,4680,151.9173,-23.44683
1,041120,THE RANGE,QLD,4700,150.9581,-23.18017
1,041382,TAYLORS LAKES,VIC,3038,144.7669,-37.70045
106,041410,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
167,041410,LIVERPOOL,NSW,2170,150.9214,-33.92839
372,041710,GEELONG,VIC,3220,144.3465,-38.15704
1,041729,WANTIRNA SOUTH,VIC,3152,145.2217,-37.86495
4,041751,CHARLEVILLE,QLD,4470,145.9581,-26.20863
11,041751,DALBY,QLD,4405,150.911,-27.3168
1,041751,MT GAMBIER,SA,5290,140.7645,-37.83984
43,041751,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
112,041751,WARWICK,QLD,4370,152.0552,-28.25976
1,041752,384 BAGOT RD,WA,6008,115.8114,-31.9566
1,041840,HIGHTON,VIC,3216,144.334,-38.2159
126,041927,DUNCRAIG,WA,6023,115.774,-31.83447
8,041927,NEDLANDS,WA,6009,115.8047,-31.98579
63,041928,BROKEN HILL,NSW,2880,142.2034,-30.17044
2,041928,BROOME,WA,6725,122.7538,-18.77337
5,041928,MILDURA,VIC,3500,142.1542,-34.1931
1,041987,CATHERINE HL BAY,NSW,2281,151.6689,-33.08996
1,042030,BOX HILL,VIC,3128,145.1224,-37.82887
216,042100,SPRING HILL,QLD,4000,153.0221,-27.46839
1,042131,FIGTREE,NSW,2525,150.8189,-34.43723
1,042131,PADDINGTON,NSW,2021,151.2272,-33.89571
161,042131,WOLLONGONG,NSW,2500,150.8743,-34.42317
1,042132,MACQUARIE PARK,NSW,2113,151.1302,-33.79419
1,042137,WOODRIDGE,QLD,4114,153.1108,-27.65281
1,042229,,,,NULL,NULL
1,042314,MURDOCH,WA,6150,115.8336,-32.06168
34,042314,SUBIACO,WA,6008,115.8114,-31.9566
1,042317,ALICE SPRINGS HOSPITAL,NT,0870,130.8406,-12.4361
1,042358,FITZROY,VIC,3065,144.9778,-37.80261
83,042470,WESTMEAD,NSW,2145,150.9574,-33.8131
2,042486,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
15,042647,DANDENONG,VIC,3175,145.2085,-38.01611
1,042848,SYDNEY,NSW,2000,151.2567,-33.85995
110,043055,BUDERIM,QLD,4556,153.0498,-26.70038
59,043079,ST LEONARDS,NSW,2065,151.1922,-33.82836
313,043111,BIRTINYA,QLD,4575,153.1195,-26.74204
56,043111,NOOSAVILLE,QLD,4566,153.0474,-26.41173
213,043130,SUBIACO,WA,6008,115.8114,-31.9566
1,043229,ADELAIDE,SA,5000,138.6086,-34.93746
1715,043229,BEDFORD PARK,SA,5042,138.575,-35.00734
1,043229,PT.PIRIE,SA,5540,138.0802,-33.20577
10,043425,FRANKSTON,VIC,3199,145.136,-38.16258
334,043425,MORNINGTON,VIC,3931,145.0495,-38.23004
1,043432,2 RYDER ST,VIC,3174,145.1788,-37.96622
192,043432,BERWICK,VIC,3806,145.3495,-38.02502
1,043436,HOPPERS CROSSING,VIC,3029,144.7058,-37.83717
1,043559,2005153,VIC,3106,145.1427,-37.75834
80,043628,COLAC,VIC,3250,143.5847,-38.31151
467,043628,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
35,043628,WAURN PONDS,VIC,3216,144.334,-38.2159
72,043628,WERRIBEE,VIC,3030,144.6421,-37.91624
1,043706,DIAMOND CREEK,VIC,3089,145.1504,-37.66771
4,043730,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
1,043730,HEIDELBERG,VIC,3084,145.0827,-37.74441
2,043812,62 BRIGALOW ST,ACT,2602,149.1481,-35.24807
834,043943,PERTH,WA,6000,115.8599,-31.94876
1,043949,NEDLANDS,WA,6009,115.8047,-31.98579
73,043949,SORRENTO,WA,6020,115.7654,-31.8527
56,043967,SUBIACO,WA,6008,115.8114,-31.9566
381,043983,U 1,NSW,2220,151.1018,-33.96669
2,044024,,,,NULL,NULL
1,044197,SPRING HILL,QLD,4000,153.0221,-27.46839
129,044228,TOOWOOMBA,QLD,4350,151.8527,-27.57631
2,044228,TOOWOOMBA CITY,QLD,4350,151.8527,-27.57631
1,044244,ARMADALE,WA,6112,NULL,NULL
1,044244,BROKEN HILL,NSW,2880,142.2034,-30.17044
2,044244,EVERTON PARK,QLD,4053,152.9872,-27.39957
1,044244,HERSTON,QLD,4006,153.1752,-27.36618
15,044244,MACKAY,QLD,4740,149.0597,-21.33763
2,044244,PIALBA,QLD,4655,152.7837,-25.338
2,044244,WAGGA WAGGA,NSW,2650,147.3762,-35.07459
2,044267,KEMPSEY,NSW,2440,153.0197,-30.37579
850,044267,LISMORE,NSW,2480,153.2594,-28.70649
1,044267,MACLEAN,NSW,2463,153.1048,-29.36691
130,044359,BRUCE,ACT,2617,149.0867,-35.23128
1,044861,COFFS HARBOUR,NSW,2450,152.6583,-30.09773
43,045037,BANKSTOWN,NSW,2200,151.0149,-33.92656
2,045037,WESTMEAD,NSW,2145,150.9574,-33.8131
1,045263,COOGEE,NSW,2034,151.2522,-33.9291
1,045337,,,,NULL,NULL
24,045423,SPRING HILL,QLD,4000,153.0221,-27.46839
1,045423,URRAWEEN,QLD,4655,152.7837,-25.338
251,045562,PENRITH,NSW,2750,150.6786,-33.75548
38,045562,SPRINGWOOD,NSW,2777,150.588,-33.69254
1,045562,ST MARYS,NSW,2760,150.7801,-33.76398
63,045628,HURSTVILLE,NSW,2220,151.1018,-33.96669
9,045628,KOGARAH,NSW,2217,151.1404,-33.97435
227,045891,MIRANDA,NSW,2228,151.1016,-34.03769
1,045897,BRISBANE,QLD,4000,153.0221,-27.46839
242,045935,MONA VALE,NSW,2103,151.3028,-33.67934
19,045947,FL GRD,NSW,2305,151.7065,-32.93022
1,045987,BROKEN HILL,NSW,2880,142.2034,-30.17044
16,045987,KATHERINE,NT,0852,133.0647,-14.92267
49,045987,TIWI,NT,0810,130.877,-12.37845
1,046317,55 STAFFORD RD,NSW,2064,151.1838,-33.81321
1,046321,ALEXANDRIA,NSW,2015,151.1948,-33.91011
157,046321,CHATSWOOD,NSW,2067,151.1771,-33.79838
1,046478,WAGGA WAGGA,NSW,2650,147.3762,-35.07459
1122,046517,SYDNEY,NSW,2000,151.2567,-33.85995
43,046557,RANDWICK,NSW,2031,151.2392,-33.91483
11,046832,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
17,046832,BILOELA,QLD,4715,150.4587,-24.39362
1,046832,BRISBANE,QLD,4000,153.0221,-27.46839
2,046832,GLADSTONE,QLD,4680,151.9173,-23.44683
21,046832,ROCKHAMPTON,QLD,4700,150.9581,-23.18017
1,046856,BLACKTOWN,NSW,2148,150.9005,-33.78375
11,046856,HERSTON,QLD,4006,153.1752,-27.36618
175,046856,ROYAL BRIS HOSP,QLD,4029,153.0264,-27.44934
50,046856,STAFFORD,QLD,4053,152.9872,-27.39957
2,047049,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
1,047108,HEIDELBERG,VIC,3084,145.0827,-37.74441
44,047163,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
35,047163,COOMA,NSW,2630,149.1292,-36.1773
150,047163,LIVERPOOL,NSW,2170,150.9214,-33.92839
30,047174,WEST ALBURY,NSW,2640,147.0266,-36.0162
369,047198,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
283,047208,GEELONG,VIC,3220,144.3465,-38.15704
2,047208,WAURN PONDS,VIC,3216,144.334,-38.2159
324,047276,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
212,047308,ESSENDON,VIC,3040,144.9026,-37.75185
1,047324,FRANCE/PERRY HOUSE SUITE,VIC,3053,144.9661,-37.80357
1283,047324,PARKVILLE,VIC,3052,144.9489,-37.789
319,047324,ST ALBANS,VIC,3021,144.7967,-37.74336
91,047329,DANDENONG,VIC,3175,145.2085,-38.01611
1,047442,BEDFORD PARK,SA,5042,138.575,-35.00734
71,047447,BERRI,SA,5343,140.5562,-34.32129
2,047447,GOODWOOD,SA,5034,138.5881,-34.95623
11,047447,SHEPPARTON,VIC,3630,145.4032,-36.38085
1,047480,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
4,047486," 163 STUDLEY RD""","HEIDELBERG,3084,TAS",,NULL,NULL
305,047486,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,047486,PADDINGTON,NSW,2021,151.2272,-33.89571
1,047486,SUITE 9,VIC,3084,145.0827,-37.74441
1,047487,FRENCHS FOREST,NSW,2086,151.2292,-33.75185
292,047487,ST LEONARDS,NSW,2065,151.1922,-33.82836
70,047551,BRISBANE,QLD,4000,153.0221,-27.46839
2,047551,SPRING HILL,QLD,4000,153.0221,-27.46839
2,047658,CAMOOWEAL,QLD,4828,138.3507,-19.54375
2,047658,CLONCURRY,QLD,4824,140.6525,-20.77747
3,047658,DOOMADGEE,QLD,4830,138.862,-17.95634
1,047658,KOGARAH,NSW,2217,151.1404,-33.97435
139,047658,MOUNT ISA,QLD,4825,137.4323,-21.01733
2,047658,NORMANTON,QLD,4890,141.1851,-17.74187
1,047658,SUNNYBANK,QLD,4109,153.0574,-27.57925
1,047803,WEST PERTH,WA,6005,115.8369,-31.95707
18,047850,CONCORD,NSW,2137,151.1037,-33.85749
59,047850,HORNSBY,NSW,2077,151.0975,-33.69192
1,047850,ROYAL HOSPITAL FOR WOMEN,NSW,2021,151.2272,-33.89571
143,047866,BUNDOORA,VIC,3083,145.0562,-37.70135
1,047866,EPPING,VIC,3076,145.0221,-37.6436
1,048008,NAREMBURN,NSW,2065,151.1922,-33.82836
11,048037,WARRAWONG,NSW,2502,150.8731,-34.49472
272,048047,MOREE,NSW,2400,149.4621,-29.47492
309,048047,ORANGE,NSW,2800,149.1163,-33.23393
3963,048047,RANDWICK,NSW,2031,151.2392,-33.91483
2709,048129,LIVERPOOL,NSW,2170,150.9214,-33.92839
634,048165,DEAKIN,ACT,2600,149.2011,-35.30291
113,048194,LAMBTON,NSW,2299,151.7046,-32.90982
155,048238,MAROOCHYDORE,QLD,4558,153.0754,-26.65507
281,048267,ORANGE,NSW,2800,149.1163,-33.23393
391,048298,MACKAY,QLD,4740,149.0597,-21.33763
1,048312,MATER MISER HOSP,NSW,2065,151.1922,-33.82836
182,048312,ST LEONARDS,NSW,2065,151.1922,-33.82836
50,048343,DARLINGHURST,NSW,2010,151.2123,-33.88412
17,048407,ASHFIELD,NSW,2131,151.124,-33.8876
1,048407,AUBURN,NSW,2144,151.0267,-33.85187
1204,048407,BURWOOD,NSW,2134,151.1018,-33.88005
3,048407,STRATHFIELD,NSW,2135,151.0848,-33.88101
10,048646,AUBURN,NSW,2144,151.0267,-33.85187
3,048646,FAIRFIELD,NSW,2165,150.9475,-33.87244
13,048646,MOUNT COLAH,NSW,2079,151.1127,-33.66664
1,048664,BURNIE,TAS,7320,145.8621,-41.08422
8,048664,LATROBE,TAS,7307,146.5736,-41.21049
5,048664,MILDURA,VIC,3500,142.1542,-34.1931
4,048664,SYDNEY,NSW,2000,151.2567,-33.85995
7,048716,MATER MISER HOSP,NSW,2065,151.1922,-33.82836
61,048716,SYDNEY,NSW,2000,151.2567,-33.85995
43,048890,FITZROY NORTH,VIC,3068,144.9862,-37.79097
2,048907,LATROBE,TAS,7307,146.5736,-41.21049
76,048907,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
1,048983,BARRACK HEIGHTS,NSW,2528,150.8551,-34.54872
1,048983,RED/WHITE MEDICAL CTR,NSW,2450,152.6583,-30.09773
469,048983,WOLLONGONG,NSW,2500,150.8743,-34.42317
1,049006,FL 6,NSW,2134,151.1018,-33.88005
102,049015,PENSHURST,NSW,2222,151.0848,-33.96471
5,049083,SPRING HILL,QLD,4000,153.0221,-27.46839
76,049221,RANDWICK,NSW,2031,151.2392,-33.91483
157,049237,BELLA VISTA,NSW,2153,150.9559,-33.73165
1,049237,EASTWOOD,NSW,2122,151.0921,-33.79136
5,049237,WAHROONGA,NSW,2076,151.1082,-33.72326
392,049448,MITCHAM,VIC,3132,145.1967,-37.81922
2,049471,FRENCHS FOREST,NSW,2086,151.2292,-33.75185
367,049471,MANLY,NSW,2095,151.2947,-33.81548
1,049548,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
27,049554,SPRING HILL,QLD,4000,153.0221,-27.46839
326,049648,ST ALBANS,VIC,3021,144.7967,-37.74336
71,049648,WARRAGUL,VIC,3820,145.9222,-38.20748
121,049656,BELLA VISTA,NSW,2153,150.9559,-33.73165
266,049656,BLACKTOWN,NSW,2148,150.9005,-33.78375
1,049926,ENDEAVOUR HILLS,VIC,3802,145.2556,-37.97176
1,049929,CABOOLTURE,QLD,4510,152.9603,-27.07018
79,049929,EVERTON PARK,QLD,4053,152.9872,-27.39957
1,049960,BENTLEIGH EAST,VIC,3165,145.0594,-37.92237
257,049960,GLEN WAVERLEY,VIC,3150,145.1708,-37.87697
1,050004,,,,NULL,NULL
1,051017,LISMORE,NSW,2480,153.2594,-28.70649
1,055197,SYDNEY,NSW,2000,151.2567,-33.85995
1,055355,12 COLLINS ST,VIC,3000,144.9568,-37.8174
2,057074,BROKEN HILL,NSW,2880,142.2034,-30.17044
1,057074,GOVE DISTRICT HOSPITAL,NT,0880,130.8718,-12.37806
2,057074,NEW LAMBTON,NSW,2305,151.7065,-32.93022
14,057074,ROMA,QLD,4455,148.6902,-26.73282
10,057147,MURDOCH,WA,6150,115.8336,-32.06168
1,057166,PERTH,WA,6000,115.8599,-31.94876
47,057166,SUBIACO,WA,6008,115.8114,-31.9566
1539,057327,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
1,057502,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
2,058426,MONASH MEDICAL CENTRE,VIC,3168,145.1266,-37.91342
1075,058426,ST LEONARDS,NSW,2065,151.1922,-33.82836
2,058607,GREENSLOPES,QLD,4120,153.0442,-27.50871
41,058849,HAYMARKET,NSW,2000,151.2567,-33.85995
14,058958,HOBART,TAS,7000,147.308,-42.87835
29,059321,BOX HILL,VIC,3128,145.1224,-37.82887
5,059321,KEW,VIC,3101,145.0366,-37.8074
584,059321,MITCHAM,VIC,3132,145.1967,-37.81922
1,059376,ADELAIDE,SA,5000,138.6086,-34.93746
1,059376,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
17,059376,EPPING,VIC,3076,145.0221,-37.6436
1175,059376,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,059376,MELROSE PARK,SA,5039,138.5707,-34.97626
5,059376,RANDWICK,NSW,2031,151.2392,-33.91483
6,059748,BARTON,ACT,2600,149.2011,-35.30291
1,059748,DEAKIN,ACT,2600,149.2011,-35.30291
1,059748,GARRAN,ACT,2605,149.0935,-35.33582
53,060030,LAUNCESTON,TAS,7250,147.0776,-41.43225
18,060030,SOUTH LAUNCESTON,TAS,7249,147.1578,-41.47243
173,060081,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
6,060099,PARRAMATTA,NSW,2150,151.0065,-33.81446
12,060216,L 1,NSW,2099,151.28,-33.74891
205,060216,ST LEONARDS,NSW,2065,151.1922,-33.82836
57,060216,SYDNEY,NSW,2000,151.2567,-33.85995
13,060216,WOLLSTONECRAFT,NSW,2065,151.1922,-33.82836
1,060241,BURNIE,TAS,7320,145.8621,-41.08422
22,060241,MANLY,NSW,2095,151.2947,-33.81548
11,060249,BANKSTOWN,NSW,2200,151.0149,-33.92656
1,060249,HURSTVILLE,NSW,2220,151.1018,-33.96669
85,060249,KOGARAH,NSW,2217,151.1404,-33.97435
1,060279,CARINGBAH,NSW,2229,151.1201,-34.05494
230,060279,MIRANDA,NSW,2228,151.1016,-34.03769
220,060382,MIRANDA,NSW,2228,151.1016,-34.03769
1,060382,RANDWICK,NSW,2031,151.2392,-33.91483
10,060532,LAUNCESTON,TAS,7250,147.0776,-41.43225
1,060993,LISMORE,NSW,2480,153.2594,-28.70649
989,060993,TUGUN,QLD,4224,153.4893,-28.15022
3,060993,TWEED HEADS,NSW,2485,153.5268,-28.18424
232,060995,SUBIACO,WA,6008,115.8114,-31.9566
505,062618,MITCHAM,VIC,3132,145.1967,-37.81922
142,062757,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
202,062776,DARWIN,NT,0800,130.9558,-12.80103
325,062820,CHARLESTOWN,NSW,2290,151.7078,-32.98396
9,062820,NELSON BAY,NSW,2315,152.1937,-32.74622
210,062820,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
1,062820,TAREE,NSW,2430,152.5032,-31.89931
4,062820,TORONTO,NSW,2283,151.5718,-33.01912
1,062824,MANUKA,ACT,2603,149.1257,-35.33038
20,062844,PORT MACQUARIE,NSW,2444,152.8725,-31.43961
1,062943,MONASH UNIVERSIT,VIC,3800,NULL,NULL
332,063085,PROSERPINE,QLD,4800,148.5163,-20.46542
183,063085,WEST MACKAY,QLD,4740,149.0597,-21.33763
1,063085,WODONGA,VIC,3690,146.8644,-36.13572
22,063138,NEDLANDS,WA,6009,115.8047,-31.98579
1,063138,SUBIACO,WA,6008,115.8114,-31.9566
247,063866,,"0810,NT",CASUARINA,NULL,NULL
256,063866,GREENSLOPES,QLD,4120,153.0442,-27.50871
1,063886,HUTT ST PRIVATE HOSP,SA,5000,138.6086,-34.93746
1,063896,DAW PARK,SA,5041,138.5942,-35.00298
1,063943,WOODVILLE,SA,5011,NULL,NULL
1,064077,MARANGAROO,WA,6064,115.8491,-31.83533
191,064146,BUDERIM,QLD,4556,153.0498,-26.70038
1,064384,CAULFIELD,VIC,3162,145.0234,-37.89214
53,064384,WESTMEAD,NSW,2145,150.9574,-33.8131
1,064387,BENTLEIGH EAST,VIC,3165,145.0594,-37.92237
76,064387,BRIGHTON,VIC,3186,144.9963,-37.91507
2,064387,LEONGATHA,VIC,3953,145.9952,-38.46013
547,064392,HENLEY BEACH,SA,5022,138.4926,-34.90546
1,064392,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
131,064681,KENT TOWN,SA,5067,138.6306,-34.91999
492,064688,MAROOCHYDORE,QLD,4558,153.0754,-26.65507
487,064725,GEELONG,VIC,3220,144.3465,-38.15704
1,064814,DRUMMOYNE,NSW,2047,151.1657,-33.85392
1,064814,KATOOMBA,NSW,2780,150.4356,-33.83292
174,064814,LIVERPOOL,NSW,2170,150.9214,-33.92839
86,064815,ST LEONARDS,NSW,2065,151.1922,-33.82836
3,064833,FITZROY,VIC,3065,144.9778,-37.80261
1,064885,KINGAROY,QLD,4610,151.5226,-26.5769
499,064941,PORT LINCOLN,SA,5606,136.8593,-35.37324
154,065156,BRISBANE,QLD,4000,153.0221,-27.46839
174,065166,NORTH MACKAY,QLD,4740,149.0597,-21.33763
9,065197,BIRTINYA,QLD,4575,153.1195,-26.74204
